,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
11,0.004921426,0.0003739482,-0.00038985617,0.0069317683,0.0044641006,0.006020677,0.0055915317,-0.0008892254,0.0005762387,0.0040269387,-0.008980584,-0.0004818251,-0.0044597546,-0.0020506266,0.0022215114,-0.008814865,-0.009442737,-0.006711154,0.0019997184,0.0062633986,0.0016984752,-0.002650305,-0.005275016,0.0022492507,-0.0036409255,-0.0022058825,0.0011468017,0.0015438179,0.007394271,0.007996074,-0.0020604073,0.003154384,-0.0019498658,0.007437764,-0.002316225,0.00034472096,0.0021986242,-0.0011284037,-0.00521161,0.0011830401,-0.0019584822,-0.0047640945,0.0013475388,0.0073281247,0.0025220097,-0.0045083323,-0.0066341506,0.0061909924,-0.0015430764,-0.0004550279,0.0007443405,-0.0066385865,-0.0066456087,1.4367731e-05,3.6388166e-05,0.011177626,-0.0035694148,0.00012716015,-0.0029817587,-0.00038571245,-0.0011665198,0.003891527,-0.008090502,-0.0028389497,0.0006663274,-0.0013208935,0.0022498148,0.0010127489,0.0031145362,0.0026908629,-0.00091461616,-0.0016994212,0.002791951,0.005710706,0.005198879,0.002800646,0.008990846,-0.007346551,-0.0024551998,0.0029514178,-0.0035970844,-0.00036142158,-0.0046835574,0.0008991993,0.008870981,-0.002298903,-0.001164602,-0.00014140455,-0.0055676354,-0.00030968589,-0.0055858856,-0.0038393405,0.0016032151,0.0006710951,-0.004480239,-0.0005295657,0.00746907,0.0056903865,0.0023451366,-0.009906442
12,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
13,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
14,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
15,0.004921426,0.0003739482,-0.00038985617,0.0069317683,0.0044641006,0.006020677,0.0055915317,-0.0008892254,0.0005762387,0.0040269387,-0.008980584,-0.0004818251,-0.0044597546,-0.0020506266,0.0022215114,-0.008814865,-0.009442737,-0.006711154,0.0019997184,0.0062633986,0.0016984752,-0.002650305,-0.005275016,0.0022492507,-0.0036409255,-0.0022058825,0.0011468017,0.0015438179,0.007394271,0.007996074,-0.0020604073,0.003154384,-0.0019498658,0.007437764,-0.002316225,0.00034472096,0.0021986242,-0.0011284037,-0.00521161,0.0011830401,-0.0019584822,-0.0047640945,0.0013475388,0.0073281247,0.0025220097,-0.0045083323,-0.0066341506,0.0061909924,-0.0015430764,-0.0004550279,0.0007443405,-0.0066385865,-0.0066456087,1.4367731e-05,3.6388166e-05,0.011177626,-0.0035694148,0.00012716015,-0.0029817587,-0.00038571245,-0.0011665198,0.003891527,-0.008090502,-0.0028389497,0.0006663274,-0.0013208935,0.0022498148,0.0010127489,0.0031145362,0.0026908629,-0.00091461616,-0.0016994212,0.002791951,0.005710706,0.005198879,0.002800646,0.008990846,-0.007346551,-0.0024551998,0.0029514178,-0.0035970844,-0.00036142158,-0.0046835574,0.0008991993,0.008870981,-0.002298903,-0.001164602,-0.00014140455,-0.0055676354,-0.00030968589,-0.0055858856,-0.0038393405,0.0016032151,0.0006710951,-0.004480239,-0.0005295657,0.00746907,0.0056903865,0.0023451366,-0.009906442
16,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
17,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
18,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
19,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
20,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
21,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
22,0.004921426,0.0003739482,-0.00038985617,0.0069317683,0.0044641006,0.006020677,0.0055915317,-0.0008892254,0.0005762387,0.0040269387,-0.008980584,-0.0004818251,-0.0044597546,-0.0020506266,0.0022215114,-0.008814865,-0.009442737,-0.006711154,0.0019997184,0.0062633986,0.0016984752,-0.002650305,-0.005275016,0.0022492507,-0.0036409255,-0.0022058825,0.0011468017,0.0015438179,0.007394271,0.007996074,-0.0020604073,0.003154384,-0.0019498658,0.007437764,-0.002316225,0.00034472096,0.0021986242,-0.0011284037,-0.00521161,0.0011830401,-0.0019584822,-0.0047640945,0.0013475388,0.0073281247,0.0025220097,-0.0045083323,-0.0066341506,0.0061909924,-0.0015430764,-0.0004550279,0.0007443405,-0.0066385865,-0.0066456087,1.4367731e-05,3.6388166e-05,0.011177626,-0.0035694148,0.00012716015,-0.0029817587,-0.00038571245,-0.0011665198,0.003891527,-0.008090502,-0.0028389497,0.0006663274,-0.0013208935,0.0022498148,0.0010127489,0.0031145362,0.0026908629,-0.00091461616,-0.0016994212,0.002791951,0.005710706,0.005198879,0.002800646,0.008990846,-0.007346551,-0.0024551998,0.0029514178,-0.0035970844,-0.00036142158,-0.0046835574,0.0008991993,0.008870981,-0.002298903,-0.001164602,-0.00014140455,-0.0055676354,-0.00030968589,-0.0055858856,-0.0038393405,0.0016032151,0.0006710951,-0.004480239,-0.0005295657,0.00746907,0.0056903865,0.0023451366,-0.009906442
23,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
24,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
25,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
26,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
27,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
28,0.007761695,-0.0028498762,0.001660568,-0.0031564196,0.0033310635,-0.0058095944,-0.009138247,0.0028552422,-0.0024898069,0.0035732365,-0.0046993843,0.0008674784,0.007028952,0.0056918617,-0.006953455,-0.001563161,0.005161979,0.0035088256,0.010057437,0.00053472363,0.008714274,0.003602523,-0.00027623697,-0.010958435,0.0046129194,0.0048548225,-0.003689155,4.9330436e-05,0.011077105,0.0009850316,0.0023101955,-0.0048904335,0.001015295,0.006350923,0.0062074945,0.0044018743,0.00054571277,-0.0030938536,-0.007982256,-0.00276279,-0.00011582036,0.0010207513,0.004643286,-0.0055461316,0.002627682,-0.0018042346,-0.00668487,0.0020982686,0.0037879087,-0.0019063944,0.0020322634,0.003899386,0.0035227903,-0.01194113,-0.0062599196,-0.0006082766,-0.010285206,-0.008254785,0.004069187,-0.0029166732,-0.011686798,0.006370576,0.013699311,-0.014595995,0.014683285,-0.010324654,-0.002187112,-0.0020943577,0.0027126055,0.00039582947,0.0047275657,-0.006408809,0.009174615,0.005117455,0.0028408277,0.01517099,0.0013609272,0.011592966,0.0001398798,-0.0098331,-0.002430986,-0.0033095458,-0.006332061,0.0011228162,-0.0075401384,0.000793202,0.017127858,0.0028299903,0.007768665,-0.0015244078,0.0066514737,0.0029917376,-0.008130286,0.009380161,-0.011952131,0.004449903,-0.0065166266,-0.00068740087,0.008839287,-0.003931023
